Flat profile:

Each sample counts as 0.01 seconds.
  %   cumulative   self              self     total           
 time   seconds   seconds    calls  ms/call  ms/call  name    
  0.00      1.14     0.00        2     0.00     0.00  std::move_iterator<std::vector<int, std::allocator<int> >*> std::__make_move_if_noexcept_iterator<std::vector<int, std::allocator<int> >*, std::move_iterator<std::vector<int, std::allocator<int> >*> >(std::vector<int, std::allocator<int> >*)
  0.00      1.14     0.00        2     0.00    12.03  void std::_Destroy<std::vector<int, std::allocator<int> >*>(std::vector<int, std::allocator<int> >*, std::vector<int, std::allocator<int> >*)
  0.00      1.14     0.00        2     0.00    12.03  void std::_Destroy<std::vector<int, std::allocator<int> >*, std::vector<int, std::allocator<int> > >(std::vector<int, std::allocator<int> >*, std::vector<int, std::allocator<int> >*, std::allocator<std::vector<int, std::allocator<int> > >&)
  0.00      1.14     0.00        2     0.00     0.00  void std::_Destroy<char*, char>(char*, char*, std::allocator<char>&)
  0.00      1.14     0.00        1     0.00     0.00  __static_initialization_and_destruction_0(int, int)
  0.00      1.14     0.00        1     0.00     0.00  Context::Context()
  0.00      1.14     0.00        1     0.00     0.00  __gnu_cxx::new_allocator<Worker*>::new_allocator()
  0.00      1.14     0.00        1     0.00     0.00  __gnu_cxx::new_allocator<Worker*>::~new_allocator()
  0.00      1.14     0.00        1     0.00     0.00  __gnu_cxx::new_allocator<std::vector<int, std::allocator<int> > >::deallocate(std::vector<int, std::allocator<int> >*, unsigned long)
  0.00      1.14     0.00        1     0.00     0.00  __gnu_cxx::new_allocator<std::vector<int, std::allocator<int> > >::allocate(unsigned long, void const*)
  0.00      1.14     0.00        1     0.00     0.00  __gnu_cxx::new_allocator<std::vector<int, std::allocator<int> > >::new_allocator()
  0.00      1.14     0.00        1     0.00     0.00  __gnu_cxx::new_allocator<std::vector<int, std::allocator<int> > >::~new_allocator()
  0.00      1.14     0.00        1     0.00     0.00  __gnu_cxx::new_allocator<unsigned long>::deallocate(unsigned long*, unsigned long)
  0.00      1.14     0.00        1     0.00     0.00  __gnu_cxx::new_allocator<unsigned long>::allocate(unsigned long, void const*)
  0.00      1.14     0.00        1     0.00     0.00  std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >::_M_check_len(unsigned long, char const*) const
  0.00      1.14     0.00        1     0.00     0.00  std::vector<bool, std::allocator<bool> >::_M_check_len(unsigned long, char const*) const
  0.00      1.14     0.00        1     0.00     0.00  std::vector<bool, std::allocator<bool> >::capacity() const
  0.00      1.14     0.00        1     0.00     0.00  std::allocator<Worker*>::allocator()
  0.00      1.14     0.00        1     0.00     0.00  std::allocator<Worker*>::~allocator()
  0.00      1.14     0.00        1     0.00     0.00  std::allocator<std::vector<int, std::allocator<int> > >::allocator()
  0.00      1.14     0.00        1     0.00     0.00  std::allocator<std::vector<int, std::allocator<int> > >::~allocator()
  0.00      1.14     0.00        1     0.00     0.00  std::_Bit_iterator std::__copy_move<false, false, std::random_access_iterator_tag>::__copy_m<std::_Bit_iterator, std::_Bit_iterator>(std::_Bit_iterator, std::_Bit_iterator, std::_Bit_iterator)
  0.00      1.14     0.00        1     0.00     0.00  std::_Bit_iterator std::__copy_move<false, false, std::random_access_iterator_tag>::__copy_m<std::_Bit_const_iterator, std::_Bit_iterator>(std::_Bit_const_iterator, std::_Bit_const_iterator, std::_Bit_iterator)
  0.00      1.14     0.00        1     0.00     0.00  unsigned long* std::__copy_move<false, true, std::random_access_iterator_tag>::__copy_m<unsigned long>(unsigned long const*, unsigned long const*, unsigned long*)
  0.00      1.14     0.00        1     0.00     0.00  std::_Vector_base<Worker*, std::allocator<Worker*> >::_Vector_impl::_Vector_impl()
  0.00      1.14     0.00        1     0.00     0.00  std::_Vector_base<Worker*, std::allocator<Worker*> >::_Vector_impl::~_Vector_impl()
  0.00      1.14     0.00        1     0.00     0.00  std::_Vector_base<Worker*, std::allocator<Worker*> >::_Vector_base()
  0.00      1.14     0.00        1     0.00     0.00  std::_Vector_base<Worker*, std::allocator<Worker*> >::~_Vector_base()
  0.00      1.14     0.00        1     0.00     0.00  std::_Vector_base<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >::_M_allocate(unsigned long)
  0.00      1.14     0.00        1     0.00     0.00  std::_Vector_base<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >::_Vector_impl::_Vector_impl()
  0.00      1.14     0.00        1     0.00     0.00  std::_Vector_base<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >::_Vector_impl::~_Vector_impl()
  0.00      1.14     0.00        1     0.00     0.00  std::_Vector_base<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >::_Vector_base()
  0.00      1.14     0.00        1     0.00     0.00  std::_Vector_base<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >::~_Vector_base()
  0.00      1.14     0.00        1     0.00     0.00  std::_Bvector_base<std::allocator<bool> >::_M_allocate(unsigned long)
  0.00      1.14     0.00        1     0.00     0.00  std::vector<int, std::allocator<int> >* std::__uninitialized_copy<false>::__uninit_copy<std::move_iterator<std::vector<int, std::allocator<int> >*>, std::vector<int, std::allocator<int> >*>(std::move_iterator<std::vector<int, std::allocator<int> >*>, std::move_iterator<std::vector<int, std::allocator<int> >*>, std::vector<int, std::allocator<int> >*)
  0.00      1.14     0.00        1     0.00    31.58  void std::__uninitialized_default_n_1<false>::__uninit_default_n<std::vector<int, std::allocator<int> >*, unsigned long>(std::vector<int, std::allocator<int> >*, unsigned long)
  0.00      1.14     0.00        1     0.00     0.00  std::vector<Worker*, std::allocator<Worker*> >::end()
  0.00      1.14     0.00        1     0.00     0.00  std::vector<Worker*, std::allocator<Worker*> >::begin()
  0.00      1.14     0.00        1     0.00     0.00  std::vector<Worker*, std::allocator<Worker*> >::vector()
  0.00      1.14     0.00        1     0.00    63.61  std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >::_M_default_append(unsigned long)
  0.00      1.14     0.00        1     0.00    63.61  std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >::resize(unsigned long)
  0.00      1.14     0.00        1     0.00     0.00  std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >::vector()
  0.00      1.14     0.00        1     0.00    12.03  std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >::~vector()
  0.00      1.14     0.00        1     0.00     0.00  std::vector<bool, std::allocator<bool> >::_M_fill_insert(std::_Bit_iterator, unsigned long, bool)
  0.00      1.14     0.00        1     0.00     0.00  std::vector<bool, std::allocator<bool> >::_M_copy_aligned(std::_Bit_const_iterator, std::_Bit_const_iterator, std::_Bit_iterator)
  0.00      1.14     0.00        1     0.00     0.00  std::vector<bool, std::allocator<bool> >::begin()
  0.00      1.14     0.00        1     0.00     0.00  std::vector<bool, std::allocator<bool> >::insert(std::_Bit_iterator, unsigned long, bool const&)
  0.00      1.14     0.00        1     0.00     0.00  std::vector<bool, std::allocator<bool> >::resize(unsigned long, bool)
  0.00      1.14     0.00        1     0.00     0.00  unsigned long* std::__copy_move_a<false, unsigned long*, unsigned long*>(unsigned long*, unsigned long*, unsigned long*)
  0.00      1.14     0.00        1     0.00     0.00  std::_Bit_iterator std::__copy_move_a<false, std::_Bit_iterator, std::_Bit_iterator>(std::_Bit_iterator, std::_Bit_iterator, std::_Bit_iterator)
  0.00      1.14     0.00        1     0.00     0.00  std::_Bit_iterator std::__copy_move_a<false, std::_Bit_const_iterator, std::_Bit_iterator>(std::_Bit_const_iterator, std::_Bit_const_iterator, std::_Bit_iterator)
  0.00      1.14     0.00        1     0.00     0.00  unsigned long* std::__copy_move_a2<false, unsigned long*, unsigned long*>(unsigned long*, unsigned long*, unsigned long*)
  0.00      1.14     0.00        1     0.00     0.00  std::_Bit_iterator std::__copy_move_a2<false, std::_Bit_iterator, std::_Bit_iterator>(std::_Bit_iterator, std::_Bit_iterator, std::_Bit_iterator)
  0.00      1.14     0.00        1     0.00     0.00  std::_Bit_iterator std::__copy_move_a2<false, std::_Bit_const_iterator, std::_Bit_iterator>(std::_Bit_const_iterator, std::_Bit_const_iterator, std::_Bit_iterator)
  0.00      1.14     0.00        1     0.00    10.00  std::vector<int, std::allocator<int> >* std::__uninitialized_copy_a<std::move_iterator<std::vector<int, std::allocator<int> >*>, std::vector<int, std::allocator<int> >*, std::vector<int, std::allocator<int> > >(std::move_iterator<std::vector<int, std::allocator<int> >*>, std::move_iterator<std::vector<int, std::allocator<int> >*>, std::vector<int, std::allocator<int> >*, std::allocator<std::vector<int, std::allocator<int> > >&)
  0.00      1.14     0.00        1     0.00    31.58  void std::__uninitialized_default_n<std::vector<int, std::allocator<int> >*, unsigned long>(std::vector<int, std::allocator<int> >*, unsigned long)
  0.00      1.14     0.00        1     0.00    31.58  void std::__uninitialized_default_n_a<std::vector<int, std::allocator<int> >*, unsigned long, std::vector<int, std::allocator<int> > >(std::vector<int, std::allocator<int> >*, unsigned long, std::allocator<std::vector<int, std::allocator<int> > >&)
  0.00      1.14     0.00        1     0.00     0.00  unsigned long* std::copy<unsigned long*, unsigned long*>(unsigned long*, unsigned long*, unsigned long*)
  0.00      1.14     0.00        1     0.00     0.00  std::_Bit_iterator std::copy<std::_Bit_iterator, std::_Bit_iterator>(std::_Bit_iterator, std::_Bit_iterator, std::_Bit_iterator)
  0.00      1.14     0.00        1     0.00     0.00  std::_Bit_iterator std::copy<std::_Bit_const_iterator, std::_Bit_iterator>(std::_Bit_const_iterator, std::_Bit_const_iterator, std::_Bit_iterator)
  0.00      1.14     0.00        1     0.00     0.00  void std::fill<unsigned long*, int>(unsigned long*, unsigned long*, int const&)
  0.00      1.14     0.00        1     0.00     0.00  std::fill(std::_Bit_iterator, std::_Bit_iterator, bool const&)
  0.00      1.14     0.00        1     0.00     0.00  __gnu_cxx::__enable_if<std::__is_scalar<int>::__value, void>::__type std::__fill_a<unsigned long*, int>(unsigned long*, unsigned long*, int const&)
  0.00      1.14     0.00        1     0.00     0.00  bool std::operator==<std::vector<int, std::allocator<int> >*>(std::move_iterator<std::vector<int, std::allocator<int> >*> const&, std::move_iterator<std::vector<int, std::allocator<int> >*> const&)
  0.00      1.14     0.00        1     0.00     0.00  bool std::operator!=<std::vector<int, std::allocator<int> >*>(std::move_iterator<std::vector<int, std::allocator<int> >*> const&, std::move_iterator<std::vector<int, std::allocator<int> >*> const&)

 %         the percentage of the total running time of the
time       program used by this function.

cumulative a running sum of the number of seconds accounted
 seconds   for by this function and those listed above it.

 self      the number of seconds accounted for by this
seconds    function alone.  This is the major sort for this
           listing.

calls      the number of times this function was invoked, if
           this function is profiled, else blank.
 
 self      the average number of milliseconds spent in this
ms/call    function per call, if this function is profiled,
	   else blank.

 total     the average number of milliseconds spent in this
ms/call    function and its descendents per call, if this 
	   function is profiled, else blank.

name       the name of the function.  This is the minor sort
           for this listing. The index shows the location of
	   the function in the gprof listing. If the index is
	   in parenthesis it shows where it would appear in
	   the gprof listing if it were to be printed.

Copyright (C) 2012 Free Software Foundation, Inc.

Copying and distribution of this file, with or without modification,
are permitted in any medium without royalty provided the copyright
notice and this notice are preserved.

		     Call graph (explanation follows)


granularity: each sample hit covers 2 byte(s) for 0.88% of 1.14 seconds

index % time    self  children    called     name
                0.11    0.54      13/13          Worker::BFSThread() [2]
[1]     57.4    0.11    0.54      13         BFSSingleThread(int) [1]
                0.12    0.04 2524497/2524562     bool __gnu_cxx::operator!=<int*, std::vector<int, std::allocator<int> > >(__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > > const&, __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > > const&) [9]
                0.00    0.07  612285/3612345     std::vector<int, std::allocator<int> >::push_back(int const&) [6]
                0.03    0.03  794049/794050      std::vector<int, std::allocator<int> >::begin() [17]
                0.01    0.05  412371/412435      std::vector<bool, std::allocator<bool> >::operator[](unsigned long) [21]
                0.05    0.00 2234133/2234197     __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >::operator++() [22]
                0.03    0.02  323368/323368      std::vector<int, std::allocator<int> >::clear() [23]
                0.04    0.00 2335379/2335379     std::vector<char, std::allocator<char> >::operator[](unsigned long) [27]
                0.01    0.03  624176/624177      std::vector<int, std::allocator<int> >::end() [28]
                0.00    0.01  247445/247445      void std::swap<std::vector<int, std::allocator<int> >*>(std::vector<int, std::allocator<int> >*&, std::vector<int, std::allocator<int> >*&) [72]
                0.01    0.00 2427334/2427398     __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >::operator*() const [67]
                0.00    0.00  633140/3633136     std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >::operator[](unsigned long) [65]
                0.00    0.00  196369/15196526     std::vector<int, std::allocator<int> >::size() const [24]
                0.00    0.00       1/2           std::vector<bool, std::allocator<bool> >::vector() [100]
                0.00    0.00       7/1000009     std::vector<int, std::allocator<int> >::~vector() [51]
                0.00    0.00       5/1000007     std::vector<int, std::allocator<int> >::vector() [70]
                0.00    0.00  288629/288629      std::_Bit_reference::operator bool() const [125]
                0.00    0.00     132/132         BFSResult::Update(int) [129]
